Run ID,Topology Nodes Count,Topology File,App Count,Allocation Method,Allocated Count,Fog Node Allocations,Cloud Allocations,Utilized Fog Nodes,Total CPU (MIPS),Total RAM (GB),Total Storage (GB),Total Bandwidth (Gbps),Total Latency (s),Total Makespan (s),Total Workload (WU),Total Energy (W),Total Cost (€)
Simulation Run 001,131,Topologies/topology_n130_1.graphml,1000,Neighbor-Aware,1000,1000,0,99,604799,1075,1206,378,203,303,650460,892,4474
