Run ID,Topology Nodes Count,Topology File,App Count,Allocation Method,Allocated Count,Simple Node Allocations,Cloud Allocations,Utilized Simple Nodes,Total CPU (MIPS),Total RAM (GB),Total Storage (GB),Total Bandwidth (Gbps),Total Latency (s),Total Makespan (s),Total Workload (WU),Total Energy (W),Total Cost (€)
Simulation Run 001,151,Topologies/topology_n150_1.graphml,1000,Neighbor-Aware,1000,1000,0,104,605890,1077,1222,385,203,269,654582,923,4679
